,document_id,question,answer,difficulty
2879,/chinese_dynasties/Chen_dynasty.txt,What was did Mao Xi try to persuade Chen Shubao to do?,Stop feasting when he should be mourning,H
5440,/languages/Bengali_language.txt,What was the first native name for Bengali in the 16th century?,Gauda-bhasa,E
2037,/chinese_dynasties/Tang_dynasty.txt,How many population did Tang dynasty have at the dynasty's end?,80 million,E
2164,/chinese_dynasties/Han_dynasty.txt,Who presided over the Han government?,The emperor,H
7080,/pokemon_characters/psyduck_pokemon.txt,What is Psyduck known as in Japan?,Koduck,E
1456,/indian_states/Rajasthan.txt,Is Rajasthan bordered by 7 Indian states?,no,M
6267,/pokemon_characters/venusaur_pokemon.txt,When does Venusaur attract the most Pokémon?,after rain,M
160,/constellations/virgo_constellation.txt,What constellation is to the west of Virgo?,Leo,E
4999,/languages/Indonesian_language.txt,"When was the magazine which innovated the use of ""bisa"" begun?",In 1933.,H
5697,/indian_states/Karnataka.txt,Is tourism a dead industry in Karnataka?,No.,M
2696,/constellations/aquarius_constellation.txt,What is the brightest star in Aquarius?,Beta Aquarii,M
3156,/pokemon_characters/magikarp_pokemon.txt,Can Magikarp learn the move Flail in the first generation of Pokémon games?,No,H
480,/languages/Russian_language.txt,Does the United States have a significant Russian-speaking community?,No,H
1634,/indian_states/Maharashtra.txt,What is the largest industry in Maharashtra?,chemical and chemical products,M
4494,/constellations/gemini_constellation.txt,How many stars are in the cluster discovered in the year 1745 by Swiss astronomer Philippe Loys de Chéseaux?,200,H
5230,/indian_states/Maharashtra.txt,"According to the 2011 census, is the urban population of Maharashtra larger than the rural population?",No,M
6090,/indian_states/Kerala.txt,Is the economy of Kerala the 10th largest in India?,No,M
1748,/languages/English_language.txt,Were the first speakers of English of early medieval England?,Yes,M
1139,/constellations/libra_constellation.txt,Is Libra also known as Claws of the Scorpion?,Yes,M
136,/chinese_dynasties/Han_dynasty.txt,What did Southern and Northern Xiongnu disagree about?,Allyship with Han,M
2367,/pokemon_characters/psyduck_pokemon.txt,Who can use strong psychic powers,Psyduck,M
6313,/indian_states/Maharashtra.txt,Is television a main driver of Maharashtra's economy?,Yes,M
184,/constellations/libra_constellation.txt,What balance does Libra's scales represent in the autumnal equinox?,The equal length of day and night,M
901,/languages/English_language.txt,Was Anglia a peninsula on the Baltic Sea?,yes,E
6380,/chinese_dynasties/Chen_dynasty.txt,Was the Chen dynasty founded by Chen Baxian?,Yes,E
122,/pokemon_characters/eevee_pokemon.txt,How many possible evolutionary forms does Eevee have?,Eight,E
3445,/chinese_dynasties/Zhou_dynasty.txt,Where was Zhou's heartland,Wei River valley,M
4299,/chinese_dynasties/Northern_Wei.txt,"Did the ""equal-field landholding system"" and the ""three-elder system"" exist before 485 AD?",No,H
6471,/pokemon_characters/charmander_pokemon.txt,Where did Charmander first appear?,In the video games Pokémon Red and Blue.,E
3093,/chinese_dynasties/Shang_dynasty.txt,On what medium was the earliest evidence of Chinese writing found?,"turtle shells, ox scapulae, or other bones",H
3901,/constellations/gemini_constellation.txt,How many stars of naked eye visibility does the constallation contain?,85,E
6612,/languages/Bengali_language.txt,Bengali has developed over the course of how many years?,"1,300",M
6958,/languages/English_language.txt,Does 29 percent of the South African population speak SAE as a first language?,No,M
1645,/pokemon_characters/charizard_pokemon.txt,"When was the item ""Heavy-Duty Boots"" released?",2019,M
966,/chinese_dynasties/Tang_dynasty.txt,Were mother of Emperor Yang of Sui and Li Yuan sisters?,yes,H
6775,/indian_states/Punjab.txt,Did the Mughals came to power in 800 B.C.?,No,H
4984,/languages/Portuguese_language.txt,When was the medieval language that was the origin of Portuguese first recorded?,In the 9th century.,H
2413,/languages/Urdu_language.txt,Which language is not recognized by the government of Bangladesh?,Urdu,M
5869,/constellations/sagittarius_constellation.txt,Where will the Sun be at the December solstice in 2700 AD?,Scorpius,M
543,/languages/Urdu_language.txt,"Is ""Dehlayi"" another name for Urdu?",Yes,M
4275,/chinese_dynasties/Han_dynasty.txt,Which direction is Luoyang to Chang’an? ,East,H
6040,/indian_states/Maharashtra.txt,On which date was the second-most populous state in India formed?,1 May 1960,H
3108,/chinese_dynasties/Jin_dynasty_(266–420).txt,Whose translation of the Lotus Sutra was the most important before the 5th century?,Dharmarakṣa's,M
2970,/pokemon_characters/eevee_pokemon.txt,What is the most recent Pokemon generation Eevee appears in?,Generation 8.,H
2981,/pokemon_characters/psyduck_pokemon.txt,What is the most recent generation where Psyduck has appeared?,Generation 8.,H
6841,/indian_states/Karnataka.txt,Is Mysore the capital of Karnataka?,No,M
1775,/chinese_dynasties/Shang_dynasty.txt,Was bronze relevant to the Shang dynasty?,Yes,H
2510,/chinese_dynasties/Northern_Wei.txt,Has Wei unified the North in 439?,Yes,E
1055,/indian_states/Karnataka.txt,Is Kannada the only language spoken in  Karnataka?,No,M
2952,/pokemon_characters/psyduck_pokemon.txt,Has Psyduck appeared in more than one Pokemon game?,Yes.,M
3922,/languages/German_language.txt,What percent of the European Union's population spoke German as their mother tongue as of 2012?,16,E
7063,/chinese_dynasties/Sui_dynasty.txt,During which dynasty did Confucian philosopher Wang Tong write and teach?,Sui,E
1057,/indian_states/Karnataka.txt,What are the four seasons of Karnataka?,"Winter, summer, monsoon season, and  post-monsoon season",M
4085,/indian_states/West_Bengal.txt,Is the percentage of women aged 15-49 that have never attended school larger than the percentage of men aged 15-49 that have never attended school?,Yes,M
3989,/indian_states/Tamil_Nadu.txt,Was Rajendra Chola able to capture lands beyond the borders of modern-day India? ,Yes ,H
1112,/indian_states/Andhra_Pradesh.txt,How many Vedic Mahajanapadas were there? ,sixteen,M
3606,/chinese_dynasties/Northern_Wei.txt,How many Buddhist images from the time of the Wei dynasty have been found?,"30,000",E
604,/indian_states/Punjab.txt,Which countries is Punjab part of?,Pakistan and India,M
2178,/chinese_dynasties/Han_dynasty.txt,Was the emperor the highest priest in the land during the Han dynasty?,Yes,M
6511,/languages/Mandarin_language.txt,Is Mandarin the official language of Japan?,No,M
3218,/chinese_dynasties/Tang_dynasty.txt,When did the Tang dynasty rule?,618 to 907 AD,E
796,/indian_states/West_Bengal.txt,"As of the 2011 census, what percent of the Indian population didn't speak Urdu as their first language? ",98.18,H
2957,/pokemon_characters/bulbasaur_pokemon.txt,"How many total Pokemon make up Bulbasaur's evolutionary line, including Bulbasaur?",Three.,M
2198,/languages/Urdu_language.txt,Which language belongs to the Western Hindi group of the Central Indo-Aryan languages?,Khariboli,H
2792,/indian_states/West_Bengal.txt,What religion was introduced through trade with the Abbasid Caliphate?,Islam,M
3890,/chinese_dynasties/Liu_Song_dynasty.txt,"In which year Emperor Wen of Liu Song was assassinated by his son, Liu Shao? ",453 CE,H
5208,/indian_states/Meghalaya.txt,On how many sides is Meghalaya surrounded by Bangladesh?,2,M
3655,/chinese_dynasties/Shang_dynasty.txt,"Were the ""dragon bones"" found near Anyang and found by archaelogists of Academia Sinica between 1928 and 1937?",Yes,H
2798,/indian_states/West_Bengal.txt,What did West Bengal undergo for many decades?,Political violence and economic stagnation,H
743,/indian_states/Karnataka.txt,Is Karnataka's estimated poverty ratio higher than the national ratio in 2011-2012?,No,M
1641,/pokemon_characters/charizard_pokemon.txt,What pokemon was Charmander's design based off of?,Charizard,M
6995,/indian_states/Meghalaya.txt,What is the largest bird in Meghalaya?,great Indian hornbill,E
7025,/languages/Arabic_language.txt,"Where is ""Formal"" MSA learned?",School,E
1529,/pokemon_characters/eevee_pokemon.txt,What color eyes does Eevee have?,Brown,E
6479,/indian_states/Madhya_Pradesh.txt,What is the capital of Madhya Pradesh?,Bhopal,M
4415,/pokemon_characters/snorlax_pokemon.txt,"Who is a large, blueish creature with closed slit eyes and a closed mouth that features two upwardly protruding teeth?",Snorlax,E
6894,/pokemon_characters/charizard_pokemon.txt,Which Charizard toy made my Tomy was replaced with compensation or replacements?,Charizard Medium Plush,H
3277,/chinese_dynasties/Tang_dynasty.txt,How did citizens view the Tang dynasty after natural disasters because of the Mandate of Heaven?,forced many to believe that the Tang had lost their right to rule,H
653,/indian_states/Karnataka.txt,Is Kodagu the largest district in Karnataka?,No,M
5190,/languages/English_language.txt,Are there more people speaking English in 2016 than the late 18th century?,Yes,H
3456,/chinese_dynasties/Liu_Song_dynasty.txt,Who found the Liu Song dynasty,Liu Yu,E
5911,/constellations/scorpius_constellation.txt,Who asked Zeus to raise Orion in both versions of the myth?,Artemis,M
6136,/constellations/cancer_constellation.txt,Is Cancer in the larger half of constellations?,Yes.,M
5764,/indian_states/Kerala.txt,Is Hinduism practised by more 50% the population?,Yes,M
687,/chinese_dynasties/Sui_dynasty.txt,What was the name of Emperor Wen of Sui when he was the regent to the Northern Zhou court?,Yang Jian,H
6229,/chinese_dynasties/Tang_dynasty.txt,What creature was the horse considered a relative of during the Tang dynasty?,dragon,E
6235,/languages/English_language.txt,What dialect was the first English poem written in?,Northumbrian,M
2556,/constellations/cancer_constellation.txt,Is Praesepe one of the nearest open clusters to our Solar System?,Yes,M
5008,/languages/Russian_language.txt,Why does fluency in Russian remain fairly high in countries where the people speak a Slavic language?,Because they have an edge in learning Russian.,M
6461,/pokemon_characters/charizard_pokemon.txt,Is Charizard playable in any Smash Bros title?,Yes.,H
5412,/chinese_dynasties/Liang_dynasty.txt,When was the rump state of Western Liang conquered?,587,M
4666,/indian_states/Punjab.txt,What inflences the agriculture in Punjab greatly?,The climate,M
3975,/languages/Indonesian_language.txt,Does Indonesian have a singular language that it is derived from?,No,H
1499,/chinese_dynasties/Han_dynasty.txt,Which parts of The Han empire had to pay their labor tax?,"North, South, and west",H
1856,/indian_states/Maharashtra.txt,What is the capital of Maharashtra,Mumbai,M
4086,/indian_states/West_Bengal.txt,Was the modern school system in West Bengal influenced by Ram Mohan Roy?,Yes,M
5218,/indian_states/Meghalaya.txt,Does Meghalaya generate excess electricity? ,No,M
2459,/languages/Bengali_language.txt,Did the support for Bengali culture and language was disappeared in the 15th Century?,No,H
2479,/languages/Spanish_language.txt,"The Association of Spanish Language Academies which was created in Mexico, comprises the academies of how many countries?",23,H
655,/indian_states/Karnataka.txt,Did Karnataka emerge as an independent political entity after the decline of decline of Satavahana power?,Yes,M
4358,/constellations/scorpius_constellation.txt,How many constellations did Ptolemy identify in the second century?,48,H
347,/chinese_dynasties/Tang_dynasty.txt,Did the Li family had any ethnic origins other than Han?,Yes,H
502,/indian_states/Karnataka.txt,Which language is the second largest language spoken by 10.83% of the population in the state of Karnataka?,Urdu,E
6324,/languages/Portuguese_language.txt,"Portuguese has adopted a significant number of loanwords from which language, mainly in technical and scientific terminology?",Greek,E
2307,/constellations/scorpius_constellation.txt,Where is Scorpius located?,Southern celestial hemisphere ,E
359,/languages/French_language.txt,Did Middle French emerge after Old French?,Yes,H
5149,/languages/English_language.txt,Has the use of English has stopped growing?,No,M
2927,/pokemon_characters/psyduck_pokemon.txt,Psyduck is one of how many different pokemon in the first generation of games?,151,E
4010,/languages/Urdu_language.txt,Who was the first person who translated The Quran into Urdu?,Shah Abdul Qadir Raipuri,E
3208,/languages/English_language.txt,How many people spoke English as their first language as of 2016?,400 million,E
6238,/indian_states/Gujarat.txt,Is Gujarat landlocked?,No,M
282,/chinese_dynasties/Jin_dynasty_(266–420).txt,Who reestablished the Jin government at Jiankang?,Sima Rui,H
1873,/chinese_dynasties/Xia_dynasty.txt,Who succeeded in stopping the flooding of the Yellow River?,Yu,H
1713,/constellations/cancer_constellation.txt,Cancer is best known among stargazers as what?,The home of Praespe (Messier 44),E
2826,/chinese_dynasties/Shang_dynasty.txt,Who was the second wife of Emperor Ku?,A woman named Jiandi,E
5571,/pokemon_characters/charizard_pokemon.txt,What color is Charizard?,Orange,E
2734,/languages/Hindi_language.txt,Does no specification of a national language in the constitution lead to harmony?,No,H
2308,/constellations/scorpius_constellation.txt,Who identified Scorpius in the second century?,Ptolemy,E
6703,/pokemon_characters/eevee_pokemon.txt,Did Eevee appear in Detective Pikachu?,Yes,E
4174,/chinese_dynasties/Chen_dynasty.txt,What was Emperor Wen's temple name?,Shizu,E
225,/chinese_dynasties/Shang_dynasty.txt,What were Chinese pharmacists selling found by scholars in 1899?,dragon bones,E
3089,/constellations/sagittarius_constellation.txt,Sagittarius contains the innermost galactic structure that can be observed in visible wavelengths,TRUE,H
